,index,B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B03002_001E,B03002_002E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_010E,B03002_011E,B03002_012E,B03002_013E,B03002_014E,B03002_015E,B03002_016E,B03002_017E,B03002_018E,B03002_019E,B03002_020E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E
414,"Census Tract 3105, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:310500",1387,686,55,38,15,0,13,17,0,67,1387,265,265,0,0,0,0,0,0,0,0,1122,612,0,0,0,0,510,0,0,914,42,0,0,0,35,17,0,0,24,0,28,0,45,50,0,201,32,31,115,45,158,85,0,6
415,"Census Tract 5102, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:510200",2801,1346,29,66,57,46,89,48,0,46,2801,2078,103,1929,0,1,0,0,45,0,45,723,614,0,0,0,0,83,26,8,2017,32,0,0,0,0,0,53,39,11,0,60,44,25,118,17,579,45,60,328,139,178,186,86,17
416,"Census Tract 5705, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:570500",2392,1248,79,109,133,86,20,0,24,41,2392,621,475,17,0,124,0,5,0,0,0,1771,984,0,0,6,5,706,70,0,1443,70,0,0,13,0,0,0,8,27,25,80,58,14,30,49,495,86,65,208,64,102,46,0,3
417,"Census Tract 8268, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:826800",5239,2734,248,198,246,185,218,0,90,14,5239,3205,497,2535,0,0,0,0,173,0,173,2034,1380,21,0,9,0,624,0,0,3065,198,0,0,0,45,0,38,0,57,91,56,47,110,138,9,1026,105,264,423,196,174,88,0,0
418,"Census Tract 8269.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:826902",1290,632,12,16,22,24,12,5,44,33,1290,1270,2,1268,0,0,0,0,0,0,0,20,11,0,8,0,0,1,0,0,1005,8,0,0,0,0,0,0,0,8,0,2,0,95,41,70,432,36,38,187,22,40,26,0,0
419,"Census Tract 6006, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:600600",2992,1516,69,129,121,74,38,11,46,116,2992,1821,598,36,0,1179,0,0,8,0,8,1171,652,53,9,0,0,457,0,0,2005,147,0,0,0,0,28,0,62,109,22,75,68,75,18,78,613,72,40,142,148,195,113,0,0
420,"Census Tract 6112, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:611200",2545,1342,143,131,73,143,19,32,16,81,2545,712,216,483,0,8,0,0,5,4,1,1833,1128,0,5,0,0,647,53,53,1449,57,0,0,0,8,27,0,0,70,0,89,36,38,8,25,814,26,42,117,10,54,28,0,0
421,"Census Tract 6408, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:640800",1794,848,104,47,54,25,18,14,32,22,1794,447,396,44,0,5,0,0,2,0,2,1347,568,4,0,0,0,706,69,16,1143,0,0,0,0,0,0,4,0,32,41,18,18,24,17,16,412,49,78,158,89,132,55,0,0
422,"Census Tract 6709, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:670900",1717,987,77,7,128,100,19,0,0,82,1717,1670,21,1613,0,0,0,0,36,0,36,47,29,0,0,0,0,18,0,0,1061,0,0,0,0,0,0,0,0,6,5,0,53,10,63,16,361,26,73,204,47,137,40,20,0
423,"Census Tract 6913, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:691300",2721,1435,95,108,48,105,18,0,87,99,2721,2536,15,2486,0,0,0,0,35,0,35,185,25,23,0,0,0,28,109,0,1829,0,0,0,0,0,0,0,0,0,0,36,27,39,23,13,492,110,159,394,141,164,213,18,0
424,"Census Tract 4307, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:430700",2562,1338,173,59,91,20,34,15,0,0,2562,2534,147,2307,38,22,0,0,20,0,20,28,0,0,0,0,0,28,0,0,1936,11,0,0,0,0,0,0,0,11,4,49,71,31,73,18,415,65,153,448,148,280,159,0,0
425,"Census Tract 4904, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:490400",839,325,27,0,7,19,8,37,11,21,839,839,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,0,0,0,0,0,0,0,0,0,0,6,6,9,20,15,111,22,43,162,49,135,40,7,6
426,"Census Tract 8241.06, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824106",6775,3152,164,220,161,85,85,0,110,115,6775,6283,5708,84,0,194,0,0,297,0,297,492,395,0,0,0,0,0,97,0,4942,65,0,0,0,0,0,0,2,27,0,22,20,45,49,79,886,184,251,672,556,1287,649,111,37
427,"Census Tract 8068.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806802",3067,1389,47,108,79,115,8,13,12,35,3067,2835,1429,449,11,898,0,0,48,0,48,232,232,0,0,0,0,0,0,0,2179,110,0,0,0,0,0,0,21,0,0,45,0,18,0,42,315,15,112,204,98,628,340,101,130
428,"Census Tract 8094, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:809400",5463,2661,77,0,147,93,23,70,94,351,5463,4912,3247,116,14,1441,0,16,78,0,78,551,366,12,0,0,0,126,47,17,3748,4,0,0,0,0,0,10,0,0,0,4,0,22,4,0,375,32,77,293,46,1015,1195,350,321
429,"Census Tract 6103, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:610300",5875,2865,247,177,267,143,140,37,80,209,5875,827,273,182,0,372,0,0,0,0,0,5048,2900,8,95,0,0,1846,199,146,3045,253,0,0,19,48,43,0,28,372,19,128,139,46,87,82,743,110,90,448,96,202,82,10,0
430,"Census Tract 6118, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:611800",2316,1070,57,159,90,60,0,17,9,41,2316,1216,0,1211,0,0,0,0,5,0,5,1100,573,0,0,0,0,510,17,17,1359,15,0,0,0,0,31,23,67,104,15,51,77,63,26,19,519,38,41,135,100,35,0,0,0
431,"Census Tract 6812, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:681200",2664,1298,168,182,136,103,74,39,36,81,2664,2536,0,2502,8,0,0,0,26,0,26,128,0,0,0,0,0,109,19,19,1323,0,0,0,0,0,0,0,0,10,26,34,45,28,94,70,390,110,26,290,93,107,0,0,0
432,"Census Tract 7110, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:711000",3098,1602,82,72,54,56,69,20,52,44,3098,3098,86,2938,0,34,8,0,32,0,32,0,0,0,0,0,0,0,0,0,2275,68,0,0,0,0,0,0,0,0,0,108,23,112,204,104,643,25,184,387,64,237,43,62,11
433,"Census Tract 8006, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:800600",2454,1294,57,123,168,109,51,8,0,27,2454,2400,2259,16,0,92,0,0,33,0,33,54,32,0,0,0,0,0,22,0,1508,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,21,4,21,50,10,655,485,183,61
434,"Census Tract 8043.05, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804305",7612,3711,216,228,138,257,54,39,15,320,7612,4676,3627,449,0,550,0,0,50,0,50,2936,970,17,64,0,0,1767,118,47,5130,111,0,62,0,0,18,0,0,202,19,58,14,22,40,182,1402,224,561,655,435,709,402,14,0
435,"Census Tract 8099, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:809900",2964,1393,122,95,80,70,8,0,10,24,2964,2758,2249,142,0,247,0,30,90,0,90,206,206,0,0,0,0,0,0,0,2153,30,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,11,50,91,56,704,736,155,273
436,"Census Tract 8117.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:811702",4894,2393,179,148,168,56,58,9,37,127,4894,2488,2144,112,12,200,0,0,20,20,0,2406,1104,8,169,0,0,1006,119,99,3235,73,0,0,0,0,30,8,10,158,39,108,84,133,102,85,979,130,158,395,261,383,53,37,9
437,"Census Tract 2602, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:260200",1223,566,112,39,38,28,25,15,6,30,1223,1182,0,1182,0,0,0,0,0,0,0,41,25,16,0,0,0,0,0,0,638,6,0,0,0,0,0,0,9,0,0,0,24,26,39,15,218,6,78,131,65,17,4,0,0
438,"Census Tract 8160, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:816000",3202,1594,123,48,38,15,12,10,43,54,3202,3021,1917,841,0,195,0,0,68,0,68,181,119,0,0,0,0,62,0,0,2569,8,0,0,0,0,9,0,0,0,0,0,0,0,0,22,317,79,197,325,200,829,403,100,80
439,"Census Tract 8194, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:819400",5463,2261,139,115,120,63,50,74,0,91,5463,3770,2860,716,66,122,0,0,6,0,6,1693,1075,0,0,0,0,502,116,46,3728,40,0,0,0,0,0,0,0,0,109,31,16,4,15,52,990,78,253,704,231,609,520,46,30
440,"Census Tract 2109, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:210900",2952,1552,80,88,39,72,18,0,0,146,2952,1737,1462,173,0,78,0,0,24,0,24,1215,1037,0,0,0,0,178,0,0,1920,65,0,0,0,0,10,10,0,45,0,29,0,14,18,52,423,36,56,111,126,665,244,16,0
441,"Census Tract 8155, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:815500",8820,4530,322,348,312,273,112,144,175,272,8820,2254,2120,15,0,29,0,0,90,0,90,6566,2455,11,0,0,0,3791,309,273,5142,101,0,0,0,0,44,17,0,138,37,231,54,68,117,90,1639,81,241,774,475,799,145,21,70
442,"Census Tract 8180, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:818000",4167,2081,92,52,119,156,52,27,95,19,4167,3552,1379,1730,0,404,0,0,39,14,25,615,543,13,0,0,0,9,50,50,2989,28,0,0,0,0,0,0,0,34,0,0,1,99,16,48,907,91,290,555,233,493,165,29,0
443,"Census Tract 8229, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:822900",2123,1046,46,17,142,85,76,4,0,30,2123,1690,1521,83,0,39,0,0,47,0,47,433,327,0,0,0,0,91,15,6,1355,25,0,0,0,0,0,0,0,0,0,30,36,14,9,40,589,38,142,196,104,76,53,3,0
444,"Census Tract 8239.04, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:823904",4153,2101,78,114,216,45,46,22,12,24,4153,3947,3864,1,0,69,0,0,13,0,13,206,191,0,15,0,0,0,0,0,3161,1,0,0,0,0,0,10,0,35,0,47,0,35,0,66,639,107,267,487,212,647,452,133,23
445,"Census Tract 8264.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:826402",5084,2276,214,112,280,63,92,30,18,120,5084,4763,157,4460,0,44,0,0,102,0,102,321,232,80,0,0,0,0,9,9,3327,30,0,0,0,0,0,0,0,14,31,0,87,37,79,10,800,132,239,929,339,419,181,0,0
446,"Census Tract 5401.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:540101",3881,1520,245,155,254,161,61,25,82,72,3881,3685,34,3606,22,23,0,0,0,0,0,196,137,59,0,0,0,0,0,0,1729,19,0,0,0,0,0,17,0,42,0,20,0,84,125,43,408,55,126,594,95,38,63,0,0
447,"Census Tract 7608.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:760803",5579,3105,125,254,159,54,38,0,51,12,5579,5288,4636,27,0,439,0,0,186,0,186,291,128,0,0,0,0,163,0,0,4477,189,0,0,0,40,0,2,64,40,50,0,154,0,12,139,1108,19,273,631,454,738,454,30,80
448,"Census Tract 5401.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:540102",3513,1410,280,245,129,101,79,0,59,73,3513,3403,117,3276,0,0,0,0,10,0,10,110,0,0,0,0,0,110,0,0,1554,0,0,0,0,0,0,0,0,16,0,56,41,60,93,70,402,87,150,388,154,31,6,0,0
449,"Census Tract 4402.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:440201",4805,2097,211,101,256,90,53,151,63,72,4805,4711,111,4508,0,0,0,22,70,14,56,94,16,78,0,0,0,0,0,0,3044,32,0,0,47,0,0,0,0,0,0,45,18,82,153,22,626,202,391,538,296,262,283,47,0
450,"Census Tract 8390, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:839000",8542,3462,174,0,0,20,261,80,82,171,8542,7935,4960,1260,0,1291,0,0,424,8,416,607,599,0,0,0,0,8,0,0,6557,31,0,0,0,0,0,0,0,0,0,0,0,0,0,65,182,52,168,533,366,2525,1601,706,328
451,"Census Tract 8333, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:833300",2646,1326,17,6,26,5,114,51,239,272,2646,2408,1185,165,0,1000,0,0,58,21,37,238,158,0,0,0,0,48,32,18,1075,0,0,0,0,0,0,0,0,0,0,19,0,19,6,1,118,22,18,63,22,306,226,127,128
452,"Census Tract 8329, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:832900",2381,1081,48,33,0,0,0,12,87,230,2381,2179,1738,66,0,318,0,0,57,0,57,202,101,0,0,0,0,94,7,0,1342,11,0,0,0,7,0,0,0,0,0,0,1,0,0,0,61,1,6,86,11,546,353,216,43
453,"Census Tract 8206.05, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:820605",4309,1986,117,243,92,32,74,17,50,209,4309,3666,1321,2254,0,75,0,0,16,0,16,643,427,9,0,0,0,168,39,39,2575,54,0,0,0,0,0,0,0,0,0,0,21,55,51,131,729,37,312,528,227,237,184,9,0
454,"Census Tract 8045.08, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804508",2439,1227,85,96,127,19,21,30,9,59,2439,1552,869,272,0,366,0,4,41,0,41,887,354,0,11,0,0,522,0,0,1592,13,0,0,0,0,0,0,0,146,6,59,25,80,6,63,354,60,53,278,133,200,79,32,5
455,"Census Tract 8045.06, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804506",5151,2621,181,246,192,73,28,9,0,82,5151,4693,3752,38,16,757,0,0,130,8,122,458,333,0,11,20,0,94,0,0,3726,22,0,0,0,26,0,2,13,0,0,15,9,53,34,64,609,103,364,408,350,1004,446,185,19
456,"Census Tract 7003.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:700301",6592,3449,402,261,211,272,196,27,120,91,6592,2009,1154,720,20,96,0,0,19,8,11,4583,1912,0,43,0,0,2578,50,28,3915,80,0,0,17,15,73,24,0,217,0,115,93,182,75,92,1307,235,189,464,298,281,149,1,8
457,"Census Tract 8044.05, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804405",3286,1524,105,113,125,116,39,11,39,86,3286,1350,547,302,0,250,0,163,88,0,88,1936,871,0,51,41,0,890,83,76,1838,75,0,20,0,31,0,0,26,91,0,19,49,53,139,25,522,54,80,338,53,201,57,5,0
458,"Census Tract 8043.08, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804308",5603,2932,174,226,195,80,59,11,28,51,5603,4509,2876,488,0,1010,0,0,135,0,135,1094,350,0,0,0,0,684,60,60,4236,11,0,10,0,0,90,0,68,0,0,17,136,106,34,51,1226,170,196,483,319,1012,288,11,8
459,"Census Tract 3017.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:301702",4476,2361,245,229,202,162,56,10,45,85,4476,154,117,0,0,0,0,0,37,0,37,4322,2328,0,0,0,0,1970,24,17,2614,218,0,0,0,22,42,37,8,416,10,112,180,69,64,61,792,96,29,235,59,146,11,7,0
460,"Census Tract 3018.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:301801",3840,2078,329,119,142,188,22,0,0,38,3840,212,198,1,1,0,0,0,12,0,12,3628,1988,0,0,0,0,1515,125,61,2309,137,0,0,0,12,12,0,0,324,0,126,43,234,56,96,535,298,44,98,101,146,46,1,0
461,"Census Tract 4909.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:490902",4999,2249,83,93,255,97,38,54,28,61,4999,4974,23,4906,0,24,0,0,21,0,21,25,8,17,0,0,0,0,0,0,3491,18,0,0,0,0,0,0,0,0,6,44,51,144,50,122,677,184,205,803,444,532,162,8,41
462,"Census Tract 4909.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:490901",3768,1763,82,76,201,83,87,40,11,74,3768,3691,5,3674,0,0,0,0,12,0,12,77,0,77,0,0,0,0,0,0,2613,38,0,0,0,2,0,0,17,0,0,52,34,61,77,88,614,174,136,786,184,241,86,0,23
463,"Census Tract 5305.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:530502",1419,703,31,68,9,16,23,0,41,58,1419,1392,6,1374,0,0,0,6,6,6,0,27,0,27,0,0,0,0,0,0,1032,28,0,0,0,0,0,0,0,0,5,0,5,17,31,5,215,24,83,357,118,103,41,0,0
464,"Census Tract 6503.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:650302",4216,2104,114,107,201,120,33,62,28,116,4216,641,472,154,0,0,0,0,15,0,15,3575,1599,0,19,0,0,1903,54,54,2583,56,0,0,0,49,48,27,30,209,28,140,95,49,128,73,716,129,121,215,103,278,89,0,0
465,"Census Tract 315.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:031502",4439,2343,77,63,196,106,0,13,0,191,4439,3583,1387,1838,0,282,0,0,76,0,76,856,706,0,82,0,0,32,36,13,3136,26,0,0,0,0,0,0,0,45,0,76,74,57,12,137,591,108,58,534,221,869,296,12,20
466,"Census Tract 404.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:040402",5035,2653,244,307,62,0,0,0,55,30,5035,4626,4040,68,0,365,0,15,138,0,138,409,240,13,0,33,0,92,31,0,3817,0,0,0,0,0,0,0,0,16,11,17,0,0,0,0,355,0,17,384,41,1563,1055,268,90
467,"Census Tract 2207.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:220702",3853,1838,58,229,162,76,82,34,46,81,3853,1018,736,129,0,104,0,0,49,0,49,2835,2268,117,0,0,0,393,57,57,2247,0,0,0,0,23,59,30,0,205,0,105,42,26,89,37,480,69,40,223,191,480,77,57,14
468,"Census Tract 8422, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:842200",3058,1454,30,8,0,0,11,0,0,29,3058,2586,1862,386,0,261,0,0,77,9,68,472,215,102,0,0,0,155,0,0,2695,38,0,0,0,0,0,0,0,10,14,0,33,0,20,0,322,79,123,134,59,1292,336,225,10
469,"Census Tract 8423, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:842300",3189,1807,64,74,19,0,0,11,0,130,3189,2960,2343,328,0,169,0,0,120,0,120,229,161,0,0,37,0,31,0,0,2580,11,0,0,0,0,0,0,0,0,0,10,0,12,29,0,79,38,19,295,68,1399,431,154,35
470,"Census Tract 8437, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:843700",2549,1255,117,77,90,21,8,0,0,34,2549,1869,1566,50,0,143,0,0,110,0,110,680,592,6,0,0,0,61,21,5,1765,30,0,0,0,20,0,0,0,15,4,42,23,13,13,50,230,35,63,144,147,517,286,122,11
471,"Census Tract 8349, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:834900",1859,767,43,57,62,40,19,19,19,25,1859,1852,18,1794,0,0,8,0,32,0,32,7,7,0,0,0,0,0,0,0,1257,20,0,0,0,0,14,0,25,8,20,5,42,48,62,35,451,31,40,301,24,103,28,0,0
472,"Census Tract 8350, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:835000",5579,2714,178,230,241,113,97,60,81,185,5579,3324,98,3205,0,2,0,0,19,0,19,2255,708,44,0,0,0,1461,42,0,3303,51,0,0,35,0,23,14,16,144,16,56,57,63,195,139,1365,104,167,429,219,149,53,8,0
473,"Census Tract 8351, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:835100",5809,2917,159,182,347,100,96,68,86,127,5809,915,158,719,0,25,0,0,13,0,13,4894,1499,0,21,0,0,3201,173,118,3458,131,0,0,7,31,22,78,41,209,123,218,166,89,39,109,1107,136,133,467,130,117,105,0,0
474,"Census Tract 8347, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:834700",1748,777,55,106,107,47,11,5,0,11,1748,1594,5,1445,0,59,0,0,85,0,85,154,115,24,0,0,0,0,15,15,1017,34,0,0,0,12,0,0,11,5,34,21,46,16,161,34,280,68,49,125,44,42,35,0,0
475,"Census Tract 8061.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806103",4999,2516,131,153,180,149,26,6,4,128,4999,4556,3748,127,30,549,8,22,72,0,72,443,118,0,32,0,0,265,28,12,3748,94,0,0,0,0,21,12,12,21,17,34,0,51,108,56,722,92,326,455,282,1048,300,59,38
476,"Census Tract 8061.04, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806104",4790,2391,170,312,154,38,85,10,0,137,4790,4095,1983,845,36,1103,0,57,71,10,61,695,82,10,19,0,0,526,58,34,3233,0,0,0,0,0,41,0,0,9,0,79,65,111,30,137,827,74,155,413,93,839,256,95,9
477,"Census Tract 1406.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:140602",5251,2621,280,137,48,89,48,6,9,278,5251,2042,1149,328,0,468,0,0,97,0,97,3209,2157,44,0,0,0,895,113,113,3370,68,0,21,0,29,17,0,12,113,0,158,0,10,78,162,833,203,57,489,154,692,230,14,30
478,"Census Tract 1407.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:140702",6154,3160,214,263,158,96,121,21,37,66,6154,2183,1527,179,0,294,0,0,183,0,183,3971,2943,0,8,0,0,955,65,21,4113,130,0,0,0,33,31,31,44,349,70,158,118,126,8,149,912,87,143,374,143,848,246,44,69
479,"Census Tract 1403.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:140301",2900,1534,208,127,30,41,45,46,3,77,2900,911,318,37,0,550,0,0,6,0,6,1989,1162,31,23,0,0,716,57,0,1787,44,0,0,0,30,0,25,0,279,19,9,38,19,31,164,256,81,85,175,49,351,127,5,0
480,"Census Tract 8418, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:841800",2756,1324,182,129,112,88,5,36,17,68,2756,2644,10,2601,0,0,0,6,27,0,27,112,10,41,0,0,0,61,0,0,1603,10,0,0,0,0,0,0,0,12,0,53,11,33,26,35,376,49,132,408,208,130,85,9,26
481,"Census Tract 8425, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:842500",2007,822,115,148,134,46,44,0,0,35,2007,2006,3,2003,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0,0,0,0,0,20,79,77,279,26,70,300,33,62,10,1,0
482,"Census Tract 8426, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:842600",4115,2208,91,134,173,95,55,30,0,125,4115,2748,2063,226,1,379,0,0,79,12,67,1367,642,0,82,0,0,564,79,13,2934,67,0,0,0,19,26,0,38,44,0,9,54,61,92,117,993,170,159,403,154,377,110,9,32
483,"Census Tract 8420, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:842000",3106,1752,11,12,29,35,423,213,117,222,3106,2853,1081,1049,0,619,0,15,89,30,59,253,189,17,0,9,0,28,10,10,1397,13,0,0,0,6,6,0,6,13,0,41,12,30,29,5,367,18,10,266,100,250,158,46,21
484,"Census Tract 8435, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:843500",10079,8905,76,48,6,79,703,411,484,1383,10079,7648,873,6729,0,46,0,0,0,0,0,2431,1844,63,8,0,0,516,0,0,6418,196,0,0,32,0,57,32,0,283,22,138,302,789,763,162,1661,794,108,588,330,134,0,27,0
485,"Census Tract 8434, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:843400",1254,685,47,66,47,24,23,9,16,77,1254,1003,48,849,0,14,0,0,92,0,92,251,122,8,0,0,0,121,0,0,735,19,0,0,0,0,0,0,0,52,0,0,6,27,18,6,217,16,48,226,45,35,20,0,0
486,"Census Tract 8432, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:843200",2250,1285,141,119,71,64,6,21,50,10,2250,539,402,76,0,34,0,0,27,0,27,1711,839,11,0,0,0,807,54,17,1582,22,0,0,0,17,11,23,13,95,21,41,83,80,84,54,227,48,89,166,41,291,145,20,11
487,"Census Tract 8030.14, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:803014",3434,1739,114,113,48,58,0,10,10,134,3434,2792,2339,39,0,388,0,0,26,0,26,642,530,0,0,0,0,112,0,0,2539,59,0,0,0,0,0,0,0,59,0,7,8,96,38,113,509,38,103,396,102,679,285,25,22
488,"Census Tract 8030.15, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:803015",4370,2115,112,168,146,33,16,63,14,43,4370,4024,3359,360,0,289,0,0,16,0,16,346,312,0,0,0,12,22,0,0,3301,72,12,0,0,0,0,0,0,19,0,8,7,28,17,24,587,70,127,372,188,1176,420,163,11
489,"Census Tract 8026.08, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:802608",6483,2941,176,139,149,168,47,34,0,107,6483,6376,5812,68,0,406,29,0,61,0,61,107,89,0,0,0,0,18,0,0,4987,35,0,0,0,0,0,0,32,0,14,0,0,5,16,86,1035,97,323,841,432,1369,562,105,35
490,"Census Tract 1504.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:150402",3668,1920,65,99,87,14,42,45,26,140,3668,2605,2456,1,0,132,0,8,8,0,8,1063,617,0,0,0,0,391,55,55,2582,107,0,0,0,0,0,15,12,34,0,33,43,20,15,59,692,57,127,302,278,575,163,18,32
491,"Census Tract 8030.13, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:803013",5533,2766,248,186,158,104,53,0,18,12,5533,4843,4500,0,0,258,0,0,85,14,71,690,43,0,0,0,0,534,113,25,4189,0,13,0,13,0,0,0,0,77,0,91,0,15,0,41,569,17,183,479,324,1533,627,112,95
492,"Census Tract 8024.04, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:802404",7731,3725,283,185,350,89,134,13,12,265,7731,4737,3322,113,0,1270,0,0,32,0,32,2994,1066,0,75,0,48,1805,0,0,5041,127,21,0,0,45,59,29,41,53,0,70,184,104,76,100,1068,156,319,626,329,1065,427,94,48
493,"Census Tract 1403.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:140302",4254,2057,221,160,92,116,8,7,16,54,4254,2527,1343,236,0,589,0,0,359,0,359,1727,866,0,0,24,0,554,283,202,2876,47,0,0,0,0,24,40,13,87,35,54,16,46,35,68,566,144,108,249,194,622,352,103,73
